EEID,Full Name,First Name,Last Name,Email,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date,Access
E04277,Zoe Do,Zoe ,Do,ZDo@scorpius.com,Analyst II,Sales,Speciality Products,Female,Asian,60,1/8/2014,51877,0,China,Shanghai,,Standard
E02881,Leilani Sharma,Leilani ,Sharma,LSharma@scorpius.com,Sr. Analyst,Accounting,Manufacturing,Female,Asian,43,1/23/2014,92940,0,China,Shanghai,,Standard
E02770,James Huang,James ,Huang,JHuang@scorpius.com,Manager,Human Resources,Speciality Products,Male,Asian,54,3/11/1997,128136,0.05,China,Shanghai,,Privileged
E03465,Harper Phan,Harper ,Phan,HPhan@scorpius.com,Analyst II,Finance,Manufacturing,Female,Asian,45,12/7/2016,71454,0,China,Shanghai,,Standard
E03064,Lincoln Fong,Lincoln ,Fong,LFong@scorpius.com,Analyst II,Sales,Speciality Products,Male,Asian,31,2/17/2020,67171,0,China,Shanghai,5/1/2021,Standard
E03273,Daniel Shah,Daniel ,Shah,DShah@scorpius.com,Analyst II,Sales,Research & Development,Male,Asian,41,6/4/2010,72425,0,China,Shanghai,,Standard
E01387,Cora Zheng,Cora ,Zheng,CZheng@scorpius.com,Director,IT,Manufacturing,Female,Asian,27,1/3/2018,167100,0.2,China,Shanghai,,Privileged
E01638,Elizabeth Huang,Elizabeth ,Huang,EHuang@scorpius.com,Analyst,Finance,Speciality Products,Female,Asian,62,9/20/2002,49738,0,China,Shanghai,,Standard
E01193,Raelynn Lu,Raelynn ,Lu,RLu@scorpius.com,Director,Finance,Research & Development,Female,Asian,27,5/26/2020,153628,0.29,China,Shanghai,12/12/2020,Privileged
E01789,Charles Luu,Charles ,Luu,CLuu@scorpius.com,Sr. Manger,Sales,Manufacturing,Male,Asian,25,6/15/2021,142731,0.11,China,Shanghai,6/3/2022,Standard
E02846,Julia Mai,Julia ,Mai,JMai@scorpius.com,Manager,Marketing,Manufacturing,Female,Asian,50,3/11/2012,108134,0.1,China,Shanghai,,Privileged
E03349,Adam He,Adam ,He,AHe@scorpius.com,Director,Accounting,Speciality Products,Male,Asian,35,8/16/2017,181356,0.23,China,Shanghai,,Privileged
E03683,Raelynn Hong,Raelynn ,Hong,RHong@scorpius.com,Director,Marketing,Speciality Products,Female,Asian,28,12/11/2019,182321,0.28,China,Shanghai,,Privileged
E00206,Theodore Xi,Theodore ,Xi,TXi@scorpius.com,Manager,Finance,Corporate,Male,Asian,52,10/5/2009,122890,0.07,China,Shanghai,,Privileged
E02066,Grayson Yee,Grayson ,Yee,GYee@scorpius.com,Manager,Human Resources,Corporate,Male,Asian,48,7/16/2015,110565,0.09,China,Shanghai,,Privileged
E03364,Audrey Lee,Audrey ,Lee,ALee@scorpius.com,Development Engineer,Engineering,Speciality Products,Female,Asian,51,2/11/2017,87036,0,China,Shanghai,,Standard
E02984,Jack Mai,Jack ,Mai,JMai@scorpius.com,Sr. Analyst,Marketing,Corporate,Male,Asian,45,9/22/2007,92293,0,China,Shanghai,,Standard
E04699,Ivy Tang,Ivy ,Tang,ITang@scorpius.com,Development Engineer,Engineering,Speciality Products,Female,Asian,48,5/3/2012,65340,0,China,Shanghai,5/9/2018,Standard
E04969,Abigail Vang,Abigail ,Vang,AVang@scorpius.com,Operations Engineer,Engineering,Research & Development,Female,Asian,40,9/9/2016,109680,0,China,Shanghai,,Standard
E04157,William Cao,William ,Cao,WCao@scorpius.com,Sr. Analyst,Marketing,Manufacturing,Male,Asian,63,2/12/2017,77629,0,China,Shanghai,,Standard
E03528,Leo Hsu,Leo ,Hsu,LHsu@scorpius.com,Sr. Manger,Human Resources,Manufacturing,Male,Asian,62,11/22/2017,138808,0.15,China,Shanghai,,Standard
E04415,Penelope Fong,Penelope ,Fong,PFong@scorpius.com,Director,Accounting,Corporate,Female,Asian,60,5/14/2004,186378,0.26,China,Shanghai,,Privileged
E01268,Charlotte Wu,Charlotte ,Wu,CWu@scorpius.com,Sr. Business Partner,Human Resources,Manufacturing,Female,Asian,63,5/2/2007,72805,0,China,Shanghai,,Standard
E04853,Vivian Chu,Vivian ,Chu,VChu@scorpius.com,Sr. Account Representative,Sales,Research & Development,Female,Asian,46,1/17/2021,72131,0,China,Shanghai,,Standard
E00951,Everly Lin,Everly ,Lin,ELin@scorpius.com,Business Partner,Human Resources,Manufacturing,Female,Asian,25,3/15/2021,47974,0,China,Shanghai,,Standard
E01706,Avery Sun,Avery ,Sun,ASun@scorpius.com,Operations Engineer,Engineering,Manufacturing,Female,Asian,45,3/11/2004,109422,0,China,Shanghai,,Standard
E01895,Gabriel Zhou,Gabriel ,Zhou,GZhou@scorpius.com,IT Coordinator,IT,Manufacturing,Male,Asian,25,1/17/2021,41844,0,China,Shanghai,,Privileged
E01396,Jack Vu,Jack ,Vu,JVu@scorpius.com,Analyst II,Accounting,Research & Development,Male,Asian,43,2/10/2014,58875,0,China,Shanghai,,Standard
E01941,Quinn Trinh,Quinn ,Trinh,QTrinh@scorpius.com,Analyst II,Sales,Corporate,Female,Asian,42,5/9/2010,67743,0,China,Shanghai,12/25/2014,Standard
E04189,Ariana Kim,Ariana ,Kim,AKim@scorpius.com,Network Architect,IT,Manufacturing,Female,Asian,33,6/29/2014,96366,0,China,Shanghai,,Privileged
E00324,Hailey Song,Hailey ,Song,HSong@scorpius.com,Manager,Finance,Research & Development,Female,Asian,37,8/23/2016,124928,0.06,China,Shanghai,,Privileged
E02033,Grace Sun,Grace ,Sun,GSun@scorpius.com,Director,Finance,Research & Development,Female,Asian,25,4/17/2021,186870,0.2,China,Shanghai,,Privileged
E02639,Sebastian Le,Sebastian ,Le,SLe@scorpius.com,Analyst,Finance,Corporate,Male,Asian,37,11/9/2015,45369,0,China,Shanghai,,Standard
E02720,Jaxon Fong,Jaxon ,Fong,JFong@scorpius.com,Sr. Analyst,Sales,Speciality Products,Male,Asian,59,3/13/1997,83685,0,China,Shanghai,,Standard
E02428,Connor Luu,Connor ,Luu,CLuu@scorpius.com,Computer Systems Manager,IT,Speciality Products,Male,Asian,35,5/3/2016,73899,0.05,China,Shanghai,,Privileged
E00342,Wesley Doan,Wesley ,Doan,WDoan@scorpius.com,Manager,Finance,Corporate,Male,Asian,63,4/19/2004,122487,0.08,China,Shanghai,,Privileged
E02576,Gianna Ha,Gianna ,Ha,GHa@scorpius.com,Manager,IT,Research & Development,Female,Asian,55,2/8/2005,115145,0.05,China,Shanghai,,Privileged
E01755,Audrey Patel,Audrey ,Patel,APatel@scorpius.com,Sr. Manger,Finance,Speciality Products,Female,Asian,37,4/24/2011,131183,0.14,China,Shanghai,3/16/2016,Standard
E00465,Brooklyn Cho,Brooklyn ,Cho,BCho@scorpius.com,Technical Architect,IT,Manufacturing,Female,Asian,45,7/8/2002,92655,0,China,Shanghai,,Privileged
E01242,Emery Doan,Emery ,Doan,EDoan@scorpius.com,Controls Engineer,Engineering,Corporate,Female,Asian,25,6/23/2021,86464,0,China,Shanghai,,Standard
E03332,Ruby Sun,Ruby ,Sun,RSun@scorpius.com,Cloud Infrastructure Architect,IT,Manufacturing,Female,Asian,50,9/6/2021,83418,0,China,Shanghai,,Privileged
E01388,Cooper Gupta,Cooper ,Gupta,CGupta@scorpius.com,Business Partner,Human Resources,Speciality Products,Male,Asian,58,6/20/2014,41728,0,China,Shanghai,,Standard
E04636,Hailey Yee,Hailey ,Yee,HYee@scorpius.com,Account Representative,Sales,Research & Development,Female,Asian,54,3/16/2021,56239,0,China,Shanghai,,Standard
E02938,John Trinh,John ,Trinh,JTrinh@scorpius.com,Director,Marketing,Corporate,Male,Asian,49,6/26/2014,153961,0.25,China,Shanghai,,Privileged
E00555,Sofia Trinh,Sofia ,Trinh,STrinh@scorpius.com,Network Architect,IT,Speciality Products,Female,Asian,45,12/18/2006,68337,0,China,Shanghai,,Privileged
E00089,Sofia Yoon,Sofia ,Yoon,SYoon@scorpius.com,Sr. Manger,Human Resources,Research & Development,Female,Asian,37,1/17/2011,131353,0.11,China,Shanghai,,Standard
E02035,Eli Rahman,Eli ,Rahman,ERahman@scorpius.com,Service Desk Analyst,IT,Manufacturing,Male,Asian,45,3/16/2010,88182,0,China,Shanghai,,Privileged
E03611,Alice Mehta,Alice ,Mehta,AMehta@scorpius.com,Analyst II,Sales,Research & Development,Female,Asian,45,4/2/2019,52621,0,China,Shanghai,,Standard
E03519,Eliza Zheng,Eliza ,Zheng,EZheng@scorpius.com,Computer Systems Manager,IT,Speciality Products,Female,Asian,48,4/20/2014,91679,0.07,China,Shanghai,,Privileged
E01967,John Dang,John ,Dang,JDang@scorpius.com,Director,Sales,Corporate,Male,Asian,58,3/19/1992,199848,0.16,China,Shanghai,,Privileged
E01125,Joshua Yang,Joshua ,Yang,JYang@scorpius.com,Network Engineer,IT,Manufacturing,Male,Asian,34,11/10/2018,61944,0,China,Shanghai,,Privileged
E00508,Thomas Jung,Thomas ,Jung,TJung@scorpius.com,Sr. Analyst,Accounting,Research & Development,Male,Asian,50,10/23/2009,79447,0,China,Shanghai,,Standard
E01225,Christian Fong,Christian ,Fong,CFong@scorpius.com,Manager,Sales,Research & Development,Male,Asian,49,8/10/2012,109850,0.07,China,Shanghai,2/4/2020,Privileged
E02848,Lincoln Huynh,Lincoln ,Huynh,LHuynh@scorpius.com,System Administrator ,IT,Research & Development,Male,Asian,55,11/9/2016,87851,0,China,Shanghai,,Privileged
E02453,Dylan Kumar,Dylan ,Kumar,DKumar@scorpius.com,Sr. Analyst,Marketing,Speciality Products,Male,Asian,55,7/11/2006,93343,0,China,Shanghai,,Standard
E04035,Hailey Lai,Hailey ,Lai,HLai@scorpius.com,Sr. Manger,Finance,Manufacturing,Female,Asian,42,3/18/2011,150034,0.12,China,Shanghai,,Standard
E03457,Ivy Desai,Ivy ,Desai,IDesai@scorpius.com,Controls Engineer,Engineering,Research & Development,Female,Asian,59,4/9/2001,119699,0,China,Shanghai,,Standard
E01300,Sadie Lee,Sadie ,Lee,SLee@scorpius.com,Sr. Manger,Marketing,Corporate,Female,Asian,65,10/24/2000,149417,0.13,China,Shanghai,,Standard
E04670,Angel Do,Angel ,Do,ADo@scorpius.com,IT Systems Architect,IT,Speciality Products,Male,Asian,34,9/20/2019,94735,0,China,Shanghai,,Privileged
E02363,Eliza Liang,Eliza ,Liang,ELiang@scorpius.com,Sr. Manger,Human Resources,Speciality Products,Female,Asian,36,3/11/2010,134006,0.13,China,Shanghai,,Standard
E03718,Zoe Zhou,Zoe ,Zhou,ZZhou@scorpius.com,Manager,Finance,Corporate,Female,Asian,61,10/6/2009,103096,0.07,China,Shanghai,,Privileged
E01611,Gabriella Zhu,Gabriella ,Zhu,GZhu@scorpius.com,Computer Systems Manager,IT,Speciality Products,Female,Asian,36,11/29/2014,88730,0.08,China,Shanghai,,Privileged
E03305,Cooper Jiang,Cooper ,Jiang,CJiang@scorpius.com,Analyst II,Accounting,Corporate,Male,Asian,49,7/25/2019,50883,0,China,Shanghai,3/2/2021,Standard
E03858,John Cho,John ,Cho,JCho@scorpius.com,Director,Human Resources,Speciality Products,Male,Asian,47,11/3/2019,195385,0.21,China,Shanghai,,Privileged
E03778,Luke Vu,Luke ,Vu,LVu@scorpius.com,Sr. Manger,Marketing,Speciality Products,Male,Asian,52,6/4/2018,154884,0.1,China,Shanghai,,Standard
E02661,Maya Chan,Maya ,Chan,MChan@scorpius.com,Controls Engineer,Engineering,Speciality Products,Female,Asian,37,2/13/2013,124827,0,China,Shanghai,,Standard
E00785,Hannah Hoang,Hannah ,Hoang,HHoang@scorpius.com,Manager,Accounting,Speciality Products,Female,Asian,25,12/15/2021,114893,0.06,China,Shanghai,,Privileged
E02703,Austin Vang,Austin ,Vang,AVang@scorpius.com,Manager,Marketing,Speciality Products,Male,Asian,49,5/20/2018,119397,0.09,China,Shanghai,3/14/2019,Privileged
E02191,Maria Sun,Maria ,Sun,MSun@scorpius.com,Director,Sales,Corporate,Female,Asian,25,12/19/2021,150666,0.23,China,Shanghai,,Privileged
E04032,Emery Zhang,Emery ,Zhang,EZhang@scorpius.com,Field Engineer,Engineering,Corporate,Female,Asian,45,2/28/2012,89659,0,China,Shanghai,,Standard
E01909,Lillian Khan,Lillian ,Khan,LKhan@scorpius.com,Analyst,Finance,Speciality Products,Female,Asian,44,5/31/2010,47387,0,China,Shanghai,1/8/2018,Standard
E02521,Lily Nguyen,Lily ,Nguyen,LNguyen@scorpius.com,Sr. Analyst,Finance,Speciality Products,Female,Asian,33,1/28/2012,95960,0,China,Shanghai,,Standard
E03680,Elias Alvarado,Elias ,Alvarado,EAlvarado@scorpius.com,Sr. Manger,IT,Manufacturing,Male,Latino,56,1/9/2012,146140,0.1,Brazil,Rio de Janerio,,Privileged
E03484,Logan Rivera,Logan ,Rivera,LRivera@scorpius.com,Director,IT,Research & Development,Male,Latino,59,5/24/2002,172787,0.28,Brazil,Rio de Janerio,,Privileged
E04545,Abigail Mejia,Abigail ,Mejia,AMejia@scorpius.com,Quality Engineer,Engineering,Corporate,Female,Latino,56,2/5/2005,98581,0,Brazil,Rio de Janerio,,Standard
E00402,Dominic Guzman,Dominic ,Guzman,DGuzman@scorpius.com,Analyst,Finance,Manufacturing,Male,Latino,65,5/16/2004,55499,0,Brazil,Rio de Janerio,,Standard
E01417,Leah Pena,Leah ,Pena,LPena@scorpius.com,Enterprise Architect,IT,Corporate,Female,Latino,57,1/3/1994,82872,0,Brazil,Rio de Janerio,,Privileged
E00699,Ava Ayala,Ava ,Ayala,AAyala@scorpius.com,Sr. Manger,IT,Corporate,Female,Latino,55,8/16/2006,159044,0.1,Brazil,Rio de Janerio,,Privileged
E00502,Natalia Salazar,Natalia ,Salazar,NSalazar@scorpius.com,Sr. Analyst,Accounting,Manufacturing,Female,Latino,44,1/2/2019,74691,0,Brazil,Rio de Janerio,7/8/2020,Standard
E00105,Isla Espinoza,Isla ,Espinoza,IEspinoza@scorpius.com,Manager,Accounting,Speciality Products,Female,Latino,38,11/16/2021,109812,0.09,Brazil,Rio de Janerio,,Privileged
E00791,Thomas Padilla,Thomas ,Padilla,TPadilla@scorpius.com,Vice President,Marketing,Research & Development,Male,Latino,57,7/26/2003,206624,0.4,Brazil,Rio de Janerio,,Privileged
E01540,Miles Salazar,Miles ,Salazar,MSalazar@scorpius.com,IT Coordinator,IT,Manufacturing,Male,Latino,36,12/23/2010,53215,0,Brazil,Rio de Janerio,3/27/2014,Privileged
E00416,Everleigh Fernandez,Everleigh ,Fernandez,EFernandez@scorpius.com,Director,Engineering,Research & Development,Female,Latino,30,5/22/2016,189702,0.28,Brazil,Rio de Janerio,12/21/2020,Privileged
E03440,Genesis Navarro,Genesis ,Navarro,GNavarro@scorpius.com,Cloud Infrastructure Architect,IT,Corporate,Female,Latino,41,4/28/2009,69803,0,Brazil,Rio de Janerio,,Privileged
E00431,Eliza Hernandez,Eliza ,Hernandez,EHernandez@scorpius.com,Network Architect,IT,Corporate,Female,Latino,48,7/4/2019,76588,0,Brazil,Rio de Janerio,,Privileged
E00972,Amelia Salazar,Amelia ,Salazar,ASalazar@scorpius.com,Analyst II,Finance,Corporate,Female,Latino,26,4/23/2019,59817,0,Brazil,Rio de Janerio,,Standard
E04931,Zoe Romero,Zoe ,Romero,ZRomero@scorpius.com,Network Architect,IT,Manufacturing,Female,Latino,32,10/5/2021,88072,0,Brazil,Rio de Janerio,,Privileged
E04379,Scarlett Rodriguez,Scarlett ,Rodriguez,SRodriguez@scorpius.com,Sr. Analyst,Finance,Manufacturing,Female,Latino,60,2/24/2007,71699,0,Brazil,Rio de Janerio,,Standard
E01713,Nolan Guzman,Nolan ,Guzman,NGuzman@scorpius.com,Field Engineer,Engineering,Speciality Products,Male,Latino,46,6/20/1999,96997,0,Brazil,Rio de Janerio,,Standard
E02464,Sophie Silva,Sophie ,Silva,SSilva@scorpius.com,Vice President,Engineering,Corporate,Female,Latino,28,7/6/2017,240488,0.4,Brazil,Rio de Janerio,,Privileged
E02783,Levi Mendez,Levi ,Mendez,LMendez@scorpius.com,Vice President,Sales,Research & Development,Male,Latino,39,8/23/2011,249506,0.3,Brazil,Rio de Janerio,,Privileged
E03717,Joseph Ruiz,Joseph ,Ruiz,JRuiz@scorpius.com,Field Engineer,Engineering,Manufacturing,Male,Latino,45,2/26/2002,75819,0,Brazil,Rio de Janerio,,Standard
E02254,Jaxson Sandoval,Jaxson ,Sandoval,JSandoval@scorpius.com,Sr. Analyst,Sales,Speciality Products,Male,Latino,61,5/3/2017,90855,0,Brazil,Rio de Janerio,,Standard
E04504,Jameson Alvarado,Jameson ,Alvarado,JAlvarado@scorpius.com,Enterprise Architect,IT,Manufacturing,Male,Latino,47,3/14/1999,92897,0,Brazil,Rio de Janerio,,Privileged
E00672,Mila Pena,Mila ,Pena,MPena@scorpius.com,Sr. Business Partner,Human Resources,Manufacturing,Female,Latino,45,12/21/2007,93840,0,Brazil,Rio de Janerio,,Standard
E02216,Caleb Marquez,Caleb ,Marquez,CMarquez@scorpius.com,IT Systems Architect,IT,Research & Development,Male,Latino,29,10/15/2019,66819,0,Brazil,Rio de Janerio,,Privileged
E02803,Eli Soto,Eli ,Soto,ESoto@scorpius.com,Analyst,Marketing,Speciality Products,Male,Latino,38,5/2/2016,50784,0,Brazil,Rio de Janerio,,Standard
E01584,Carter Mejia,Carter ,Mejia,CMejia@scorpius.com,Sr. Manger,Human Resources,Research & Development,Male,Latino,29,5/9/2019,125828,0.15,Brazil,Rio de Janerio,,Standard
E03520,Nolan Pena,Nolan ,Pena,NPena@scorpius.com,Analyst,Marketing,Manufacturing,Male,Latino,30,6/21/2018,56154,0,Brazil,Rio de Janerio,,Standard
E00725,Nova Herrera,Nova ,Herrera,NHerrera@scorpius.com,Account Representative,Sales,Speciality Products,Female,Latino,45,5/10/2014,65047,0,Brazil,Rio de Janerio,,Standard
E01409,Jose Molina,Jose ,Molina,JMolina@scorpius.com,Controls Engineer,Engineering,Manufacturing,Male,Latino,40,2/28/2008,113987,0,Brazil,Rio de Janerio,,Standard
E03904,Hunter Ortiz,Hunter ,Ortiz,HOrtiz@scorpius.com,Sr. Analyst,Finance,Corporate,Male,Latino,46,1/20/2013,86061,0,Brazil,Rio de Janerio,,Standard
E04742,Kinsley Vega,Kinsley ,Vega,KVega@scorpius.com,Vice President,Accounting,Corporate,Female,Latino,33,12/16/2020,258426,0.4,Brazil,Rio de Janerio,,Privileged
E02844,Charles Diaz,Charles ,Diaz,CDiaz@scorpius.com,Sr. Manger,Sales,Corporate,Male,Latino,55,11/16/2013,124129,0.15,Brazil,Rio de Janerio,,Standard
E00119,Jack Maldonado,Jack ,Maldonado,JMaldonado@scorpius.com,Director,Engineering,Research & Development,Male,Latino,31,8/26/2020,189290,0.22,Brazil,Rio de Janerio,9/25/2020,Privileged
E02810,Layla Torres,Layla ,Torres,LTorres@scorpius.com,Sr. Manger,Finance,Manufacturing,Female,Latino,37,2/24/2013,157474,0.11,Brazil,Rio de Janerio,,Standard
E00842,John Vega,John ,Vega,JVega@scorpius.com,Vice President,Finance,Corporate,Male,Latino,50,1/18/2004,247939,0.35,Brazil,Rio de Janerio,,Privileged
E01271,Luke Munoz,Luke ,Munoz,LMunoz@scorpius.com,Director,Engineering,Speciality Products,Male,Latino,64,8/25/2017,169509,0.18,Brazil,Rio de Janerio,,Privileged
E03664,Aria Castro,Aria ,Castro,ACastro@scorpius.com,Engineering Manager,Engineering,Speciality Products,Female,Latino,45,3/14/2014,113873,0.11,Brazil,Rio de Janerio,,Standard
E04167,Henry Alvarez,Henry ,Alvarez,HAlvarez@scorpius.com,Sr. Business Partner,Human Resources,Manufacturing,Male,Latino,48,4/12/2005,87158,0,Brazil,Rio de Janerio,,Standard
E04103,Isabella Soto,Isabella ,Soto,ISoto@scorpius.com,Vice President,Finance,Corporate,Female,Latino,27,12/15/2021,255369,0.33,Brazil,Rio de Janerio,,Privileged
E01525,Charlotte Ruiz,Charlotte ,Ruiz,CRuiz@scorpius.com,Computer Systems Manager,IT,Manufacturing,Female,Latino,32,10/2/2017,61886,0.09,Brazil,Rio de Janerio,,Privileged
E02555,Landon Lopez,Landon ,Lopez,LLopez@scorpius.com,Sr. Analyst,Accounting,Manufacturing,Male,Latino,38,7/5/2008,78056,0,Brazil,Rio de Janerio,,Standard
E02062,Nora Santiago,Nora ,Santiago,NSantiago@scorpius.com,Analyst,Accounting,Research & Development,Female,Latino,55,6/26/1996,48687,0,Brazil,Rio de Janerio,,Standard
E00034,Caroline Herrera,Caroline ,Herrera,CHerrera@scorpius.com,Sr. Manger,Marketing,Manufacturing,Female,Latino,45,8/19/2004,121065,0.15,Brazil,Rio de Janerio,,Standard
E03438,Asher Morales,Asher ,Morales,AMorales@scorpius.com,Automation Engineer,Engineering,Research & Development,Male,Latino,52,7/10/2020,88272,0,Brazil,Rio de Janerio,,Standard
E00078,Eva Garcia,Eva ,Garcia,EGarcia@scorpius.com,HRIS Analyst,Human Resources,Corporate,Female,Latino,31,4/11/2021,72235,0,Brazil,Rio de Janerio,,Standard
E04037,Roman Martinez,Roman ,Martinez,RMartinez@scorpius.com,Sr. Manger,Finance,Research & Development,Male,Latino,31,9/19/2015,145846,0.15,Brazil,Rio de Janerio,,Standard
E04029,Jayden Jimenez,Jayden ,Jimenez,JJimenez@scorpius.com,Manager,Human Resources,Corporate,Male,Latino,46,9/24/2011,102167,0.06,Brazil,Rio de Janerio,,Privileged
E02147,Allison Medina,Allison ,Medina,AMedina@scorpius.com,Manager,Finance,Speciality Products,Female,Latino,55,4/29/2010,111038,0.05,Brazil,Rio de Janerio,,Privileged
E03972,Jordan Gomez,Jordan ,Gomez,JGomez@scorpius.com,Sr. Analyst,Accounting,Research & Development,Male,Latino,58,9/15/1994,98769,0,Brazil,Rio de Janerio,10/3/2016,Standard
E02189,Isla Chavez,Isla ,Chavez,IChavez@scorpius.com,Account Representative,Sales,Research & Development,Female,Latino,29,5/19/2018,65334,0,Brazil,Rio de Janerio,,Standard
E01924,Anna Gutierrez,Anna ,Gutierrez,AGutierrez@scorpius.com,Director,Engineering,Research & Development,Female,Latino,59,4/15/2003,150699,0.29,Brazil,Rio de Janerio,,Privileged
E00788,Emily Contreras,Emily ,Contreras,EContreras@scorpius.com,Analyst II,Sales,Manufacturing,Female,Latino,56,6/15/1992,59591,0,Brazil,Rio de Janerio,,Standard
E02693,Grace Campos,Grace ,Campos,GCampos@scorpius.com,Director,Engineering,Research & Development,Female,Latino,37,3/21/2008,156277,0.22,Brazil,Rio de Janerio,,Privileged
E03359,Autumn Ortiz,Autumn ,Ortiz,AOrtiz@scorpius.com,Field Engineer,Engineering,Research & Development,Female,Latino,30,12/17/2017,87744,0,Brazil,Rio de Janerio,,Standard
E00900,Eleanor Delgado,Eleanor ,Delgado,EDelgado@scorpius.com,Sr. Analyst,Marketing,Manufacturing,Female,Latino,33,4/27/2014,75869,0,Brazil,Rio de Janerio,,Standard
E02284,Josephine Salazar,Josephine ,Salazar,JSalazar@scorpius.com,Field Engineer,Engineering,Speciality Products,Female,Latino,36,3/14/2016,85870,0,Brazil,Rio de Janerio,,Standard
E04168,Mila Juarez,Mila ,Juarez,MJuarez@scorpius.com,Manager,Sales,Speciality Products,Female,Latino,38,9/21/2017,119647,0.09,Brazil,Rio de Janerio,,Privileged
E01241,Hadley Guerrero,Hadley ,Guerrero,HGuerrero@scorpius.com,Sr. Manger,IT,Research & Development,Female,Latino,49,1/14/2004,125086,0.1,Brazil,Rio de Janerio,,Privileged
E03802,Thomas Vazquez,Thomas ,Vazquez,TVazquez@scorpius.com,Director,Engineering,Corporate,Male,Latino,46,7/19/2014,173629,0.21,Brazil,Rio de Janerio,,Privileged
E02632,Alice Soto,Alice ,Soto,ASoto@scorpius.com,Analyst,Accounting,Corporate,Female,Latino,56,4/13/1995,50857,0,Brazil,Rio de Janerio,,Standard
E02730,Axel Soto,Axel ,Soto,ASoto@scorpius.com,Quality Engineer,Engineering,Corporate,Male,Latino,46,4/22/2005,96639,0,Brazil,Rio de Janerio,,Standard
E02895,Mila Soto,Mila ,Soto,MSoto@scorpius.com,Director,Finance,Research & Development,Female,Latino,65,10/7/2008,170221,0.15,Brazil,Rio de Janerio,,Privileged
E02678,Nicholas Rivera,Nicholas ,Rivera,NRivera@scorpius.com,Director,Engineering,Corporate,Male,Latino,45,4/13/2007,189680,0.23,Brazil,Rio de Janerio,,Privileged
E00268,Ian Flores,Ian ,Flores,IFlores@scorpius.com,Director,Engineering,Corporate,Male,Latino,48,12/10/2019,183113,0.24,Brazil,Rio de Janerio,,Privileged
E04155,Dylan Dominguez,Dylan ,Dominguez,DDominguez@scorpius.com,Sr. Analyst,Marketing,Research & Development,Male,Latino,42,4/7/2015,99697,0,Brazil,Rio de Janerio,,Standard
E04811,Athena Vasquez,Athena ,Vasquez,AVasquez@scorpius.com,Field Engineer,Engineering,Speciality Products,Female,Latino,59,9/16/2014,69578,0,Brazil,Rio de Janerio,,Standard
E03404,Everleigh Nunez,Everleigh ,Nunez,ENunez@scorpius.com,Field Engineer,Engineering,Speciality Products,Female,Latino,42,2/5/2021,65507,0,Brazil,Rio de Janerio,,Standard
E01845,Leo Fernandez,Leo ,Fernandez,LFernandez@scorpius.com,Manager,Finance,Research & Development,Male,Latino,54,4/28/1998,108268,0.09,Brazil,Rio de Janerio,5/15/2004,Privileged
E00145,Alexander Rivera,Alexander ,Rivera,ARivera@scorpius.com,Sr. Analyst,Sales,Research & Development,Male,Latino,58,4/27/2009,76802,0,Brazil,Rio de Janerio,,Standard
E04448,Adrian Ruiz,Adrian ,Ruiz,ARuiz@scorpius.com,Sr. Analyst,Finance,Corporate,Male,Latino,34,9/4/2014,95499,0,Brazil,Rio de Janerio,8/11/2017,Standard
E04817,Zoe Sanchez,Zoe ,Sanchez,ZSanchez@scorpius.com,Sr. Analyst,Accounting,Research & Development,Female,Latino,53,12/23/2004,90212,0,Brazil,Rio de Janerio,,Standard
E00096,Peyton Cruz,Peyton ,Cruz,PCruz@scorpius.com,Development Engineer,Engineering,Manufacturing,Female,Latino,30,5/26/2016,91134,0,Brazil,Rio de Janerio,,Standard
E01760,Madeline Acosta,Madeline ,Acosta,MAcosta@scorpius.com,Sr. Account Representative,Sales,Speciality Products,Female,Latino,26,2/9/2021,87427,0,Brazil,Rio de Janerio,,Standard
E01075,Joshua Juarez,Joshua ,Juarez,JJuarez@scorpius.com,Analyst II,Finance,Manufacturing,Male,Latino,46,5/5/2015,64364,0,Brazil,Rio de Janerio,,Standard
E04108,Jade Figueroa,Jade ,Figueroa,JFigueroa@scorpius.com,Sr. Analyst,Sales,Manufacturing,Female,Latino,33,5/14/2012,88343,0,Brazil,Rio de Janerio,,Standard
E02917,Everett Morales,Everett ,Morales,EMorales@scorpius.com,Solutions Architect,IT,Speciality Products,Male,Latino,57,7/10/2014,66649,0,Brazil,Rio de Janerio,,Privileged
E03393,Henry Figueroa,Henry ,Figueroa,HFigueroa@scorpius.com,Sr. Manger,Finance,Manufacturing,Male,Latino,46,7/19/2010,134881,0.15,Brazil,Rio de Janerio,,Standard
E03889,Caleb Flores,Caleb ,Flores,CFlores@scorpius.com,Manager,Human Resources,Manufacturing,Male,Latino,34,8/13/2013,113909,0.06,Brazil,Rio de Janerio,,Privileged
E01423,James Castillo,James ,Castillo,JCastillo@scorpius.com,Vice President,IT,Manufacturing,Male,Latino,51,7/19/2001,247874,0.33,Brazil,Rio de Janerio,,Privileged
E03354,Silas Estrada,Silas ,Estrada,SEstrada@scorpius.com,IT Systems Architect,IT,Corporate,Male,Latino,49,6/24/2016,68426,0,Brazil,Rio de Janerio,,Privileged
